"impolite","Sorry @klox I don\'t understand. Could you explain a bit more?"
"impolite","You can do just about anything with one pin of a micro.  More specific please?"
"impolite","IIRC, this is the same problem as with volume buttons on some ThinkPads... the hardware *just does it* and then also sends out a signal saying the button\'s been pressed.  Possibly you could unset the shortcut in System -> Preferences -> Keyboard Shortcuts for this action?"
"impolite","@I Never Finish Anythi madness would be great Fun. How do I get infested by madness?"
"impolite","Except here is where the action took place, so here is where I questioned it. How about you answer it?"
"impolite","This is a pretty broad question. Can you be more specific, please?"
"impolite","Maybe he wants to know why *usually* angular velocities are characterized by vectors and rotations by matrices. Is that your question?"
"impolite","@pimvdb, No I don\'t. Do you have something which could lead me to a solution or just wanna make some pointless comments?"
"impolite","How ridiculous is the answer you\'re looking for? Do you want a 3-layer solution, with `i % 3` as a configurable business logic?"
"impolite","What do you mean by \""how to charge\""? Are you asking how much money to charge or how to implement an ad service and payment gateway?"
"impolite","Wait  you\'re writing a thesis and you\'ve got *no clue how to use it*? Wow. Usually, it should be the other way round, shouldn\'t it?"
"impolite","You\'re talking about computing the coefficients of the polynomial, right?  Is this equivalent to computing the product of $sqrt{n}$ $sqrt{n}$-bit integers in time $tilde O(n log n)$ (where $tilde O$ hides sub-logarithmic factors)?"
"impolite","You think mapping strings to a variable\'s symbolic name is a good idea?  Why in the world would you think that?"
"impolite","Why not? And why on earth do you have these absurd constraints?"
"impolite","Must you go through all of the cities? Must you use all of the tickets?"
"impolite","Ya, seriously.  17 questions and no selected answers?"
"impolite","I notice that many questions you have asked are simply available through a Google search. You do know about Google ?"
"impolite","\""non-default screen resolutions when using virtual display over screen sharing\"" ?????a statement, not a question. Please: do you *prefer*, or wish to *avoid* the non-default resolutions?"
"impolite","what exactly do you have in mind? Sampling or search applications?"
"impolite","Is there a reason why all of you on here seem to be anti-car? I would find this amusing, but highly inappropriate behavior from our mayor in Seattle. Why is it something to laud here?"
"impolite","What in the world are you talking about? Is this a legal question (use of copyrighted images)?"
"impolite","That\'s a lot of complicated code for something which could probably be shown a lot more simply. Care to provide a much simpler example... and an actual *question* to go with it?"
"impolite","You should change the title to a question. Maybe something like \""What is the most popular Dictionary Application for Ubuntu?\"""
"impolite","I suggest re-titling the question, as this has nothing to do with ebay.  Perhaps a title like \""How can I secure my PHP website?\""."
"impolite","And what is your question? Surely you don\'t expect a solution, as then you wouldn\'t have been doing your homework?"
"impolite","There seems to be a problem when attempting to obtain and parse the list of video devices, the Java engine crashes. What problems did you have with Skype, also iSight related?"
"impolite","You might want to add some comments on what you mean by early game as this term is often confusing and interpreted differently. For example, at about what supply are you expecting the Marauder push?"
"impolite","Not even proper sentences? Are you currently in an exam?"
"impolite","This isn\'t a question about LaTeX or friends, but about installing texlive. Perhaps move it to super user?"
"impolite","@Moron : I am not here to get my work done, but to learn better ways from other people, and perhaps help them if I can.   BTW ... Why are YOU wasting your time with that comments?"
"impolite","An empty inbox?  What\'s that?"
"impolite","What exactly do you want to interpolate? What is the resolution and distribution of your measurement points?"
"impolite","This is tough because personal environments are usually already customized, so apples-to-apples comparisons are hard to come by.  To start, you might indicate what your system is (Ubuntu version, hardware) and even include a relevant benchmark for your current set-up?"
"impolite","This same question was asked almost word-for-word about two hours ago. Hasn\'t anyone ever heard of Google?"
"impolite","I don\'t understand your reference to \""Appid\"". Are you able to clarify a bit more?"
"impolite","@Jason: You\'re a harsh man. Millions of people also disagree it seems - go watch the show?"
"impolite","Boy, am I glad I don\'t have to eat your salmon. No offense, but I detest fennel, while I think dill is perfectly fine. Why would you want your fish tasting of licorice?"
"impolite","If its your homework you should possibly do it yourself. Have you even tried it?"
"impolite","SO answers homework questions too? Really?"
"impolite","I don\'t understand. If you had your problem solved ... why did you post a question?"
"impolite","@H.B.: Any chance the `f` was a unicode character instead of a standard f?"
"impolite","Did you try anything at all? Is this homework?"
"impolite","And what operating system? and why on earth are you writing this in assembler?"
"impolite","\""Not a real question\"" ? What is the \""not real\"" part here?"
"impolite","Open a console and run `badblocks` as well as `fsck.ext4`. Do those programs report errors?"
"impolite","**0% acceptance rate?** Really?"
"impolite","@Oli Because I believe that you\'re a troll, could you please not take part in any form in any of my future questions? Will you be able to respect my wish?"
"impolite","BTW you typo\'d the declaration of `bytes_read`. And what on earth is \""incertitude\""?"
"impolite","what is the problem exactly? you don\'t know how to phrase it so cucumber will understand it?"
"impolite","I\'m not understanding \""The first paragraph of http://www.ctan.org/starter.html needs an update.\""  How, please?"
"impolite","I don\'t want to type my credentials in again. Couldn\'t you just give me an admin role and handle the authorization in your code?"
"impolite","lol, WHAT? sry not making fun of anyone but this is hilarious the way it is asked?"
"impolite","Does this only happen on multiplayer? Or does it happen on single-player too?"
"impolite","@Francesco: Why are you so against sharing the errors that you are seeing. Why don\'t you get that they are helpful?"
"impolite","What have you tried and where are you stuck? Or are you just asking *us* to do *your* work for you?"
"impolite","any code? or do we have to guess at how you did it?"
"impolite","...have you considered implementing it yourself? You *are* a programmer, aren\'t you?"
"impolite","Why -1?
what wrong with ppl here?"
"impolite","You question is very incoherent. Can you ask it more clearly?"
"impolite","can you post an example for \""language fieldset\"" on user-edit page, please?

I\'ve created mymodule.module and pasted your code above, what to write in // Change $form array to alter form components? :)"
"impolite","So what have you found so far? Or should we do all of your homework?"
"impolite","Do you mean multiple categories of blogs?  Or multiple discrete blogs like CNN\'s blog site?"
"impolite","Just to be a bit of a stinker: your title isn\'t really a question, nor is it a good indicator of what you\'re actually asking. Consider revising?"
"impolite","Do you want a yes or no answer? Is this homework?"
"impolite","Hello, Vladimir Alexiev; welcome on _Drupal Answers_. To which Drupal version are you interested?"
"impolite","You\'re doing two times the same thing (2xforeach) and the previous variant might just overwrite the option if the not set in $_REQUEST. Probably this is the issue?"
"impolite","I have also seen people recommending tasksel. Maybe someone could explain what this one is good for too?"
"impolite","What error? We should guess?"
"impolite","show some code ? what u mean not work ?"
"impolite","@Ranieri, what would you suggest? JSON?"
"impolite","This problem is trivial to solve. Is this homework?"
"impolite","What does the tarball contain? I assume it is the content you want to compile, not the tarball itself?"
"impolite","cuz then it wouldn\'t be a BINARY search.  Any more obvious questions I can answer for ya?  :)"
"impolite","you are not giving us **nearly** enough detail to answer your question. First things first - is this a top down game, isometric, side scrolling?"
"impolite","I know it is only after V3, but will there be at least the ability to retrieve the mod flag messages, or a count of the number of moderator flags at some point? Also will you at one point be willing to review the moderator ability features?"
"impolite","According to the error message the second line of the file `/etc/apt/sources.list` is invalid. Could you please post that line?"
"impolite","Doing a redundant `atoi` after you just did `strtol` is probably the most twisted insult to the proper use of string-to-int conversion functions in C one can come up with. Why do you see the need to \""re-convert\"" the value using the broken function `atoi` when you already have it as `val` from a proper function `strtol`?"
"impolite","Is Google Voice actually a Web App? Or is it more a smartphone app?"
"impolite","Do you have a specific question?  Or just, *\""Here\'s my homework, please do it for me?\""*"
"impolite","So... you want to implement an exclusive decision tree without using if/elif? Why???"
"impolite","What is the actual question? And have you considered using punctuation?"
"impolite","You do `global $post`, but at the time `content_save_pre` runs, no `$post` object exists (since you are right before saving it). Could this be your problem?"
"impolite","What kind of edging are you using?  quarter round?"
"impolite","What are you uploading the images for? Is it something that your theme will reference, or something that you want users to have access to and to be able to re-use images that you already posted in their own content?"
"impolite","I want a pony.  Now we\'re done sharing what we want, did you have a question?"
"impolite","Actually, as a bike shop manager, that is exactly my job. What exactly, do you do?"
"impolite","do you own any C++ books? if yes then why dont you try searching this in that ?"
"impolite","Also, I seem to be missing that GPS checkbox from the settings interface... After Review i see Shutter Sound which should be on the next page according to the screenshot above. Any clues?"
"impolite","You could specify whether you need an introduction on applied statistics, or one on (theoretical) statistical inference. I.e., do you want the framework of testing, regression and ANOVA explained or do you want to know what the central limit theorem and the inequality of Chebiyshev have to do with the weak law of large numbers?"
"impolite","This is a vague question. Do you even consider the payment and billing cycle dates?"
"impolite","it was a joke. why so serious?"
"impolite","Could you cite a reference please? Is the rule based on the noun closest to the verb?"
"impolite","You tags are misleading - Algorithm, data structures and in your question you are asking for an answer to the puzzle. what do you want?"
"impolite","You can\'t imagine any circumstance in which you would need a simple front end to enter information into your db? Really?"
"impolite","Sounds like a good homework question.  Does your instructor know you\'re cheating?"
"impolite","Subjective and argumentative?  Really?"
"impolite","*\""Obviously\""*. Why not?"
"impolite","Wow that is a vaguely described problem. Could you please ... give us some of the code you\'re having issue with?"
"impolite","\""Bike tires don\'t need tread to handle rain.\"" Excuse me? Since when?"
"impolite","You could try telling us what the errors you are getting are. Or are we supposed to guess?"
"impolite","I\'ve re-read the question at least 4x\'s now and am still confused, re: if your manager has great faith in your development skills, why isn\'t your manager giving you senior-level responsibilities? Or is it just the title you are seeking?"
"impolite","This seems OT?  @LBushkin, do you think this would be the right site for this kind of question?"
"impolite","Menu->options->keybindings?  Is that not working for some reason?"
"impolite","You do realise that it\'s not likely to be much cheaper unless you rebuild the wheels yourself?"
"impolite","They are completely different. Have you even glanced at the documentation?"
"impolite","No matter how efficient you are it is going to take a looong time to enumerate through 2^100 subsets of vertices, and that is before you get into the fact that edges can be there or not.  Can you switch to a problem that is likely to finish before the Sun explodes?"
"impolite","You didn\'t answer the question though - why single speed rather than fixed? What prompted the choice (after 8 years, didn\'t you ever consider the option?)"
"impolite","This sounds bizarre.  Can you explain WHY you have to do it this way?"
"impolite","I\'ve never been able to get Mail.app to use the Exchange account that Google provides for mobile device use. Any chance they\'re using Google?"
"impolite","\'copy public link\' doesn\'t show on my dropbox. what happen?"
"impolite","@tinker: In your comment right below the accepted answer you say *@Ivan: nope, adding chomp does not help.  tinker 41 mins ago* Do you think this is funny?"
"impolite","Are these whole frozen crab, crab legs, or crab meat?  Is it pre-cooked or pasteurized?"
"impolite","Can you clarify what \""down\"" means? Have you turned on the display of error messages to see if anything is generated?"
"impolite","homework? or you write software for Somali pirates?"
"impolite","So what\'s the problem? If you can read from server, then you don\'t know how to read if from local file, do you?"
"impolite","I don\'t get it. Are you asking us to try and predict the future?"
"impolite","So what\'s the question? Is it \""will you do this homework for me\""?"
"impolite","What benefit will you gain if we do your homework for you? Why don\'t you do it yourself?"
"impolite","Sure, we tell you some good ideas, you make mad money.  Are we suckers?"
"impolite","Could you tell which packages you have already tried? Would something like a long table, where you type each paragraph into a cell, be useful to you?"
"impolite","Why did you make this community wiki? Why are you refusing to read the documentation?"
"impolite","I\'m sorry, as this question is written I have no idea what you are actually asking. Can you revise and expand on what you\'d like to know?"
"impolite","So? Are you expecting us to do your homework for you??? :-) Ok,here\'s a hint... what\'s the type of `\""a\"" | \""b\""`?"
"impolite","To clarify, are you asking \""pros and cons... of using SSL?\"" or \""... using SSL for the WHOLE site as opposed to just login page\"" or something like that?"
"impolite","@RPM1984: its just so utterly wrong though! You seem like a smart guy, where did you get the idea from?"
"impolite","Homework?  Because there doesn\'t seem to be any other remote possibility in my mind why any sane person would want to do this?"
"impolite","Why not K&R? Was this just an excuse to bad-mouth some books you didn\'t like?"
"impolite","Could you provide a *minimal* example that reproduces the problem? Do you really need to load all those packages to get the bug to kick in?"
"impolite","What? Can you say what you question is in one sentence?"
"impolite","@antti.huima Why? Because you can\'t solve it?"
"impolite","Ow my eyes. Why are you not using `use strict; use warnings;`?"
"impolite","\""Loops are forbidden\""?  What sort of nonsensical assignment is this?"
"impolite","@Rajendra: I have read it carefully, and both the original problem and the converted problem can be interpreted in multiple ways. Is it that hard to give a yes or no answer?"
"impolite","Yep, Google, first hit, then read the paper cited. If you don\'t know what it is, then how come you know you want to implement it?"
"impolite","While this may not be your homework, you are essentially just asking us to write you code to solve this problem. Maybe you should do a Google search?"
"impolite","@Kory, please elaborate, on what grounds do you suggest that? What do you suggest the problem is?"
"impolite","Surely your classes have at least introduced basic entity relationship modelling to you already?  I can\'t see them giving you this project without some kind of basic coursework...  Are you sure this isn\'t a case of just skipping read the textbook/lecture notes?"
"impolite","That\'s what groups are for.  http://docs.djangoproject.com/en/1.3/topics/auth/#groups Why aren\'t you using groups?"
"impolite","So you think it\'s a good idea to dump your homework here without any attempt at solving it from your side and expect us to do your work? Also: which assembler language are we talking about?"
"impolite","The name of that site is \""CodeKata\"" not \""Code Katas\""; \""can anyone ..\"" is a yes/no question, what you really want to ask is \""what are some more ..\""; the title \""Code Katas\"" is too short and is automatically rejected by the system; greetings and signatures (\""thanks!\"") are currently considered out of place on SO (see Meta); the [best-practices] tag is out of place, and [coding] (at least [currently](http://stackoverflow.com/questions/tagged/coding)) has lost any specific meaning (effectively all programming involves \""coding\"", right?)."
"impolite","Error 500 means, that connect to Apache is working, but something behind it does not.

What can you see in /var/log/apache2/error.log after trying to see the page?"
"impolite","To suggest an answer we need to know which application you want to open this file in. Is it a command line application (aka vi or emacs on the command line) or is it another text editor (TextEdit, TextMate, Eclipse?)"
"impolite","you asked this same question a couple days ago http://stackoverflow.com/questions/3595256/simple-pseudocode-code-question .  Did you not like the answers you got?"
"impolite","hmmm.. nothing???"
"impolite","Hmmm... I suggest you try and solve them yourself, and then post questions back on SO with your attempted solutions. Just asking people to do the work for you kind of defeats the purpose, you know?"
"impolite","*\""There\'s this funny gap I tried to write a paper once upon a time when I studied linguistics???\""* ?????I think there\'s an \""on\"" or \""upon\"" missing. :-) You probably meant \""???I tried to write a paper on once upon a time\""?"
"impolite","Does anyone know how to estimate a difference in difference regression in gretl? Do I have to work with OLS or panel data?"
"impolite","What is the problem? To identify the liars?"
"impolite","Clues? Any code???"
"impolite","Wow! How has no one recommended SharePoint? Or is that telling in itself?"
"impolite","@Darin Dimotrov: So you\'re saying that if I sent you to the supermarket to get me some beer, you will tell me you can\'t buy beer in a supermarket, while you actually *mean* you don\'t know which brand of beer to buy and whether to buy a single can, a sixpack or a tray. Would\'t it be better to just ask more specifically what I want, instead of telling me it\'s impossible?"
"impolite","I use the [full-size version](http://training.perl.com/scripts/rename) of the rename script everyday.  Why in the world would you *not* want to use existing code?"
"impolite","The insertion of data into the hash seems to have nothing to do with your original creation of the hash. Why are you so reluctant to show us your code?"
"impolite","As @Woot4Moo points out, you have already asked this question AND received decent starting points in the replies. So what have YOU done?"
"impolite","Its not a homework people, my colleaugue asked me to help him with some algorithm, this is only a part of that, I simplified it in terms of normal array objects, anyways the data consist of approximately 1000 elements, so if you could help us with atleast a better( efficient algorithm).
and who tagged this is as homework??"
"impolite","If you have never got it working, why should you do it everyday? Did I miss something?"
"impolite","One idea: don\'t. Why do you think you need to do this?"
"impolite","Please post the relevant lines from the log.  Do you intend for these commands to run as you, or as root?"
"impolite","pardon my ignorance, but what is a \""game matchmaking service\""? Is it like eHarmony for avatars?"
"impolite","*What* doesn\'t work? How so, and what do you actually want to do?"
"impolite","I don\'t understand your example, but I\'m also not a new user. How about some examples of shortcuts/commands you haven\'t been able to come up with a mnemonic for yet?"
"impolite","well... where is the problem? what results *are* you getting?"
"impolite","If you had such a list, what on earth would you do with it? The list of names in each category doesn\'t seem very interesting by itself; surely you don\'t want to actually process the content of all those grammars?"
"impolite","You have a web service for multiplying numbers? What for?"
"impolite","Shouldn\'t every professional programmer be able to do such things? Isn\'t that part of a being programmer?"
"impolite","I can\'t help but think that you\'re making this much more complicated than it should be.  HTML already handles word wrapping beautifully, why would you manually add line breaks to text that has characters with dynamic width?"
"impolite","I\'ve updated the question to specify that it\'s verbal feedback we need to record (sorry for the ambiguity). That noted, would such a system work with a member of the team adding clients\' comments on their behalf?"
"impolite","Is there a \""trap street\"" or \""Fictitious entry\"" in it? http://en.wikipedia.org/wiki/Trap_street otherwise you can probably get away with violating any copywrite?"
"impolite","this has nothing to do with C#.  Why did you add it as a tag?"
"impolite","Why are you debugging AutoCAD? Isn\'t that AutoDesk\'s job?"
"impolite","Title say permutations, but body says combinations. Which is it?"
"impolite","@badp I\'ve noticed you often use acronyms that I either need to look up or someone has to have you define for them.  Maybe you could consider typing things out instead?"
"impolite","Besides this isn\'t asking for a web app solution, rather a server side solution.  Off Topic?"
"impolite","I don\'t see anything strange in the log you posted. What do you expect `NSTokenField` to do???"
"impolite","That\'s a straightforward formula that uses basic arithmetic operations.  What part don\'t you understand?"
"impolite","This question basically tells me nothing about what the actual problem is. Also, what\'s a \""pathway\""?"
"impolite","exact duplicate of your 5 minute old question [How to receive and use a json in ajax sended from php?](http://stackoverflow.com/questions/4317587/how-to-receive-and-use-a-json-in-ajax-sended-from-php). Are you for real?"
"impolite","iPhone 3.3? Do you work for Apple or something?"
"impolite","Thanks, Anu. Sorry to be a php nitwit, but I tried this and got nothing: \'<?php wp_get_post_terms(\'20\', \'toolkit\', \'description\') ?>\'  should I have left it as \'<?php wp_get_post_terms($post->ID, \'toolkit\', \'description\') ?>\' ?"
"impolite","@littleadv and what\'s so strange? if I have this program running over bilion times, what\'s so strange, do you mind answering?"
"impolite","Post you linked to also has non-edit filter solution by Otto. Had you tried that?"
"impolite","sounds suspiciously like homework.  if it is, what have you done to solve the problem yourself?"
"impolite","Who would be helped by this?  Is all that work really going to help someone?"
"impolite","Um. What do you want to replace them with? And, maybe a little context would help, no?"
"impolite","Is \'find . -name *.c\' not simple enough?"
"impolite","what\'s wrong with this place? how has this question been up for an hour and no one has made a Bob Ross reference?"
"impolite","Um,oops... sorry for editing your question; thought I was editing an answer. Want me to pull that down into a comment?"
"impolite","Not at all clear what you want to do. What is the full expected output?"
"impolite","Those sound more like rhetorical questions than actual questions. What are you looking for?"
"impolite","*\""I am going to be developing a real-time web application\""* - good luck with that! How are you planning to get around the internet latency?"
"impolite","It\'s my understanding that it is not possible to change a file\'s ctime without royally screwing everything else up. Why do you need this behavior?"
"impolite","What? No warning that gender can change?"
"impolite","oh sorry mr. wizard yeah i meant math in general - can i change it somehow?"
"impolite","I see no question here. What is your question?"
"impolite","so what is your problem? You don\'t know how to copy the content?"
"impolite","this is source code... what is the question? Do you really think that throwing code at us will solve your problem?!"
"impolite","Updated!!!!!!!!! any one???"
"impolite","Vote down? Would you care to explain why?"
"impolite","Of the two answers, you chose to accept the one with 3 downvotes vs. the one with 7 upvotes?!"
"impolite","Nice project. Got any videos or pictures of the output?"
"impolite","For source control reasons? Can you please explain?"
"impolite","There already a bunch of free IDE out there, and you want to use Visual Studio ??? You have arguments to not use Eclipse or Netbeans ?"
"impolite","I didn\'t know that you had to use an email address instead of a username. When did that change?"
"impolite","Apple => i = 0 => B[i + 101] = B[101] = \""0069\"", not \""0041\"". Am I wrong or are you?"
"impolite","Also are you complete sold with VSFTPD? Or would you be interested in other types of FTP softwares like pureftp?"
"impolite","Consider rephrasing your title. \""How complex is the documentation you write?\"""
"impolite","That is an interesting problem, but would be time consuming and costly to determine every possible result.  Why not create a buffer?"
"impolite","What platforms are you talking about?  Does it have to work across platforms?"
"impolite","What problem are you trying to solve? Are you sure cron is the right solution?"
"impolite","Of course I am not comparing to anything else. Otherwise, I won\'t be here, right?"
"impolite","You just did! What are you asking that your query doesnt already do?"
"impolite","Which views version are you using? Are you using the views-7.x-3.x-dev with the new UI?"
"impolite","\""Cant see the error\"" ? You mean your compiler crashes as badly on this code that you even can\'t tell us what he is complaining about?"
"impolite","Um, why are you doing this with Javascript? Is that really going to be the way to put things into the database?"
"impolite","Hmm.. the price probably depends on the Apple store (e.g. for me prices show in Euros) Which price should we note?"
"impolite","could you give an example, please. What oportunity do you mean?"
"impolite","Wow! Trivial answer converted to comment! Is this new?"
"impolite","No this is security. (what would server fault have to do with injection?)"
"impolite","Sorry what has blender to do with game engines? do you want to use its format?"
"impolite","Isn\'t it? Homework is work too, or are you only allowed to get answers for free if you are actually payed to find them yourself?"
"impolite","Since when is `String` a primitive? Since when can you store primitives in a `Collection`?"
"impolite","Stopping code is completely different from debugging code.  What\'s the real question?"
"impolite","Okay, you simply posted your homework verbatim. Do you have a question of your own?"
"impolite","Did you build the wheels for your car on your own, or you bought the ready ones from the store? If you didn\'t reinvent the wheels literally, why are you considering it metaphorically?"
"impolite","do you know any good references for the special cases of nonexistence that you mentioned? Or perhaps, just a general reference/set of references for the order 12 case?"
"impolite","That the requirements are wrong?  (and the code right?)"
"impolite","Can you post a link to which themes you\'ve downloaded. Also, are you using the stock launcher or some other customised one like ADW or Launcher Pro?"
"impolite","@Mitch: I have given you my answer. Can you give your\'s now?"
"impolite","Seems all too straightforward - I must be missing something.  The only \'interesting\' part is the talk of \'the reverse side of the page\' which seems like a bit of irrelevant misdirection - or not?"
"impolite","err..... huh???"
"impolite","Sure, done.
(what\'s up with these 15-character minimums?)"
"impolite","I asked \""A or B?\"", and you said \""Yes\""...?"
"impolite","brian speaks truth.  The best answer is \""don\'t\"" followed by \""why did you want to do that?\"""
"impolite","Why not use a database such as MySQL? And more disturbing is why didn\'t anyone mention that ?!?!"
"impolite","Looks pretty much like python problem.  Why don\'t you post this to yum bugtracker?"
"impolite","So use a merge sort. And the question is?"
"impolite","This is an awesome question. I think the question should be, \""How do I import the [Geonames list for India (ID.zip)](http://download.geonames.org/export/dump/) as taxonomy terms so it works with Hierarchical Select?\"""
"impolite","Really? What is the evidence that leads you to conclude that `\';\'` is interpreted as a sentence terminator?"
"impolite","Why would this be homework? And what if it was homework?"
"impolite","As you can see from the answers so far, it\'s not quite clear what context we\'re talking about. Could you please clarify?"
"impolite","-why- not use sorting? homework?"
"impolite","While this doesn\'t ring a bell, I find the second paragraph of this question very confusing. Perhaps you could make it a bit clearer?"
"impolite","Huh? A downvote? What for?"
"impolite","Why not just leave it in the fridge? Do you really need easy quick access to the butter?"
"impolite","@Gabi: what is the point of having n greater than say 32 or 64 ? It seems like an arbitrary and unnecessary requirement ?"
"impolite","Why do you want to cook fish for someone who doesn\'t like it?  Why not just give her something else?"
"impolite","@user393043, is it that you\'ve consulted the documentation and are still confused?  Or that you haven\'t even looked at the docs in the first place?"
"impolite","Do you mean something like \""Intrateam 30-minute meeting\""? Or does it have to be one word?"
"impolite","@Michael: What purpose does this serve besides being a list of milk? If it\'s just a list of milk, is that really useful?"
"impolite","Out of curiosity what are you actually trying to accomplish? To put it another way, _why_ do you want to do this?"
"impolite","Sorry Olin, I\'m very much a noob who\'s running before I can walk. What do you mean by latch up and why should there be continuity?"
"impolite","what a hypocrite! Doesn\'t his solution (steps 3-5) also apply for both of his statements?"
"impolite","Guess that makes this community wiki. Don\'t you think?"
"impolite","I\'m being a bit thick but what exactly is the problem...Are you getting an exception? is so what?"
"impolite","This should be the default behavior of a site using OG. Can you provide more details that may help figure out why this isn\'t the case in your configuration?"
"impolite","your\'re title of your question says \'smokey flavor\', yet in the body of the question it says \'charcoal flavor\', which is it?"
"impolite","I\'m not sure I would say either of those phrases as it\'s unclear to me what they would mean, exactly.  Could you give a bit more context?"
"impolite","Maybe if you could let us know *why* you want to do this.  Just for kicks?"
"impolite","How long can it possibly take to copy a ssh key to some remote system? Even over a dial-up line?"
"impolite","How are you going to power this?  If it\'s off of batteries, how long would you want it to last?"
"impolite","the edit just made things less clear! how does one reorder a list A to another list B when the elements may be different?!"
"impolite","Seriously, have you tried Googling for \""home automation\""?"
"impolite","While automatically running a rootkit removal/detection tool on a live system might help you discover less sophisticated rootkits, you should also be aware of its limitation. Assuming your system has been infested by a rootkit, how do you know that the rootkit hasn\'t been tampering with your rootkit removal/detection tool?"
"impolite","after trying to edit your post I realize your syntax is totally bunked or you copied and pasted it wrong. Is this everything?"
"impolite","ok your 1 step closer to getting help. Now what exactly is _NOT working_?"
"impolite","\""I wonder why downloading on Windows mangled the mp3?\"" uhh, because it\'s a toy-like excuse for a real operating system?"
"impolite","I\'m sorry I\'m not sure do I understand you. Are you looking for something like [OSSTMM](http://www.isecom.org/osstmm/) or the software which would support logistics / management side of the pentesting project?"
"impolite","Herlihy & Shavit\'s book, The Art of Multiprocessor Programming, or [\""Lock-free linked lists and skip lists\""](http://www.cse.yorku.ca/~ruppert/Mikhail.pdf) or [java.util.concurrent](http://download.oracle.com/javase/6/docs/api/java/util/concurrent/ConcurrentSkipListMap.html) or [Practical lock-freedom](http://www.cl.cam.ac.uk/research/srg/netos/lock-free/). Have you considered using a concurrent hash table like a [hopscotch hash table](https://sites.google.com/site/cconcurrencypackage/hopscotch-hashing)?"
"impolite","@Georg: Yes. Did you read my comments?"
"impolite","Very informative about your daily life, but not a question. Can you please ask a clear question?"
"impolite","my iphone 4 ( only one week old, with iOS 4.3 installed 5 days ago), HAD custom labels but now doesnt.  Did it go away between 4.2 and 4.3   ???"
"impolite","Why on earth would that make for bad chicken salad?"
"impolite","This makes no sense. Did you mean \""space complexity of O(n2)\""?"
"impolite","Need more information ??? Does this happen on other WiFi Access Points? Are your iDevices Jailbroken?"
"impolite","Hey, could you please tell me: if I decide to use Amazon CloudFront, what is the URL of my images going to be like? www.mydomain.com/image.gif or an Amazon CDN domain like www.ama-cdn.com/... (or whatever domains Amazon uses)?"
"impolite","Your scanned images provide northing and depth (and, somewhat mysteriously, easting), so you have all the coordinates you need.  What exactly is the obstacle then?"
"impolite","Wait... \""on this specific name / IP address it does not show my acceptance rate properly\""? You don\'t actually know what those things mean, do you?"
"impolite","For what purpose? To make the game or to pitch it to an investor?"
"impolite","Do you want the complete question solved yourself? What exactly is the question here?"
"impolite","jiewmeng, you should change the question to be more specific. I think the ideal name would be \""Why do I need to check if wp_nonce_field() exists before using it?\"""
"impolite","This question, while not an award-winner, is at least much more specific. How about we close the *other* one?"
"impolite","how did you create the plot? Through some mathematical applications?"
"impolite","2.5D? Is that what people call projected 3D nowadays?"
"impolite","What do you want if you have a path like `images/P/n/ABC-4b.jpg`?  Are you really asking to strip off the path and extension and return only the filename?"
"impolite","How about some code? Otherwise, how can we tell what you\'re doing with the image?!"
"impolite","@Emil: Do you have a reference? Anything more recent than the ancient (1995) discussion linked in the OP?"
"impolite","\""It\'s my own program \"" - then, presumably you have the source code. Debug that?"
